x,y,z
3.7610,3.4658,0.8097
0.9888,3.2278,-0.8796
0.9032,0.9730,0.9537
0.3071,2.1853,0.6045
1.9196,1.0452,0.1759
1.3019,3.9156,-0.8751
0.1081,3.3962,-0.3548
1.3342,1.0152,0.7119
0.3758,0.9204,0.9625
0.8750,3.3242,-0.8712
3.5293,3.0405,0.2827
2.2181,2.7021,-0.9785
2.2804,1.6536,-0.7121
3.4375,3.9319,0.8849
1.6900,1.5279,-0.0763
2.0100,1.5633,-0.4184
3.4769,3.0141,0.2064
3.1273,3.1918,0.0359
0.8633,0.6697,0.9993
0.6171,1.9827,0.5157
1.7413,0.4182,0.8316
0.4752,2.0000,0.6181
3.7705,2.0535,-0.4433
0.1364,1.4412,1.0000
3.2951,3.6240,0.5939
2.6473,0.9236,-0.4162
3.2379,1.2712,-0.9794
0.5043,1.5834,0.8693
2.6435,3.4808,-0.1582
1.1790,2.8423,-0.7706
1.9929,1.5923,-0.4292
3.3373,2.3824,-0.5342
3.8208,3.4987,0.8605
0.4003,3.8585,-0.8989
3.3265,0.4291,-0.5761
1.5105,2.8438,-0.9366
3.9040,1.4111,-0.8238
3.0908,0.6574,-0.5701
3.5875,1.9388,-0.6866
0.0432,0.5268,0.5396
3.1765,3.3302,0.2216
0.2887,3.1483,-0.2911
1.8803,0.7210,0.5144
3.7982,0.1275,-0.7062
2.6540,1.8595,-0.9803
1.8350,3.8837,-0.5350
1.1823,1.6001,0.3515
0.4614,1.5258,0.9145
1.7882,0.9299,0.4110
1.1204,0.2275,0.9753
3.1905,2.5787,-0.4917
0.9636,2.3352,-0.1566
3.4329,3.2222,0.3634
3.5910,0.9301,-0.9818
2.7205,3.0363,-0.5024
0.3591,3.7427,-0.8193
0.5684,3.5037,-0.8019
0.5274,2.1671,0.4324
3.6531,3.7324,0.8923
0.2800,0.5633,0.7468
2.8578,3.8514,0.4132
3.1034,3.6775,0.4774
3.5307,2.2781,-0.4568
1.1981,3.1340,-0.9285
3.2152,2.6695,-0.3880
3.9561,0.1706,-0.8333
2.4738,0.0045,0.6157
2.4816,2.4367,-0.9789
1.1511,2.8087,-0.7299
0.8104,0.4368,0.9481
1.7362,2.5003,-0.8889
3.1740,1.8173,-0.9613
2.8669,2.1800,-0.9446
1.6091,1.3825,0.1495
1.9860,0.1439,0.8477
1.8856,0.3992,0.7558
3.3361,3.8578,0.7900
3.8997,2.2139,-0.1688
3.7362,2.4904,-0.0566
2.5724,0.4960,0.0731
0.1380,3.1202,-0.1164
3.5127,1.9451,-0.7349
2.5532,3.3895,-0.3340
1.2476,1.0044,0.7768
0.3600,2.0790,0.6462
1.0891,0.6388,0.9877
0.1647,1.6116,0.9790
0.9645,3.1201,-0.8093
3.9600,1.7548,-0.5383
1.5276,3.9120,-0.7470
3.3399,1.9243,-0.8516
1.5137,1.5841,0.0438
3.9950,2.5076,0.2177
1.4190,3.7911,-0.8787
2.3229,0.7156,0.1029
3.2384,3.8395,0.7136
0.6594,0.8063,0.9945
2.4472,3.9612,0.1250
0.6464,0.0940,0.6746
0.8297,2.1307,0.1802
3.7074,2.2687,-0.3023
3.1870,2.1679,-0.8006
0.8605,1.5559,0.6633
1.2222,2.0810,-0.1609
2.2400,0.3037,0.5630
0.1016,2.2397,0.7176
3.4353,3.6076,0.6887
2.3302,1.7229,-0.7904
0.4732,0.0037,0.4590
0.5600,0.7108,0.9553
0.4211,0.7406,0.9175
0.4083,3.2711,-0.5122
0.5875,1.6081,0.8111
3.4054,1.7498,-0.9035
0.9678,0.0734,0.8630
0.7605,0.8674,0.9984
2.4566,1.6716,-0.8342
2.0854,3.3003,-0.7817
1.2007,0.1369,0.9729
1.3087,0.9167,0.7933
1.5100,1.3587,0.2695
2.0626,0.7344,0.3378
0.0322,3.1039,0.0055
0.8128,2.2449,0.0838
0.4653,2.5128,0.1627
0.0773,1.2385,0.9677
3.6312,0.0700,-0.5309
3.0944,3.1157,-0.0731
0.2770,1.7099,0.9147
2.2271,1.8543,-0.8074
1.0245,1.9066,0.2090
3.5659,3.7770,0.8722
3.6098,3.3741,0.6448
3.1266,2.0228,-0.9060
0.6165,1.6913,0.7405
0.0960,0.1627,0.2558
0.2102,2.1358,0.7143
3.6060,1.3363,-0.9737
1.6369,1.9529,-0.4333
1.8509,3.4272,-0.8442
0.7148,3.5754,-0.9122
0.3907,3.1947,-0.4294
2.4684,3.3010,-0.4915
0.2663,3.3156,-0.4262
0.2707,0.4481,0.6585
0.2187,2.9695,-0.0466
1.0859,3.0999,-0.8645
3.8323,2.8478,0.3866
3.7301,1.3454,-0.9348
1.6771,3.3971,-0.9353
3.4834,3.1356,0.3295
3.4761,1.3864,-0.9888
2.7445,0.7052,-0.3033
1.9165,2.0603,-0.7415
2.1325,0.6590,0.3430
0.6326,1.8123,0.6417
3.8787,1.8230,-0.5493
1.1730,2.5658,-0.5623
3.5513,2.2662,-0.4491
3.9407,3.9516,0.9993
3.5559,2.0870,-0.5974
2.3368,3.8327,-0.1134
2.0609,3.0863,-0.9070
1.4138,3.1104,-0.9823
0.2733,2.5930,0.2719
2.1528,0.5709,0.4058
2.8065,2.6570,-0.7309
2.1567,1.1129,-0.1277
0.2729,3.1067,-0.2358
1.1318,0.1096,0.9462
2.2896,0.6333,0.2170
2.8202,2.2449,-0.9385
2.8108,1.3298,-0.8409
0.8878,3.0637,-0.7242
3.7030,2.8599,0.2760
2.8268,2.7513,-0.6481
3.5159,1.7738,-0.8379
2.7818,1.6458,-0.9597
3.5451,1.2184,-0.9987
1.5678,3.2261,-0.9967
2.0895,0.0198,0.8585
2.0640,0.1168,0.8197
2.0676,3.8820,-0.3274
2.0072,1.2508,-0.1161
3.0209,3.4278,0.1647
0.5313,1.5934,0.8505
2.3166,3.1905,-0.7005
0.0706,0.2592,0.3238
2.1908,2.1322,-0.9251
3.6287,1.5421,-0.8968
3.3424,1.0990,-0.9635
3.5018,3.6423,0.7585
3.9772,2.1890,-0.1167
2.9334,3.0530,-0.2924
3.9757,2.2488,-0.0586
2.1874,1.7903,-0.7420
0.9800,0.9192,0.9466
3.5980,0.7775,-0.9438
0.6287,1.5362,0.8286
0.8481,0.7240,1.0000
0.3484,1.9860,0.7223
1.8609,2.9073,-0.9984
0.6742,2.5202,-0.0528
1.4508,0.4752,0.9376
3.3293,2.9161,-0.0378
2.1778,0.3882,0.5443
1.1378,2.1927,-0.1878
0.9707,0.4194,0.9837
3.5398,2.5566,-0.1857
0.5712,1.8459,0.6627
2.3647,0.0193,0.6872
3.7409,2.2556,-0.2827
2.3015,0.0140,0.7353
0.0055,0.5832,0.5553
3.6006,1.4465,-0.9445
3.2600,0.6278,-0.6789
1.5892,1.8632,-0.3058
1.9772,0.4075,0.6867
2.9334,2.4058,-0.8099
3.6696,2.6362,0.0226
0.4730,2.6603,0.0083
2.4878,1.3266,-0.6232
0.7383,3.8677,-0.9944
0.1609,0.4655,0.5862
0.9283,0.8456,0.9794
0.6351,0.4133,0.8666
1.1273,2.5884,-0.5431
3.0387,2.4381,-0.7218
2.7344,0.5745,-0.1665
1.2137,2.9330,-0.8442
1.9483,3.7769,-0.5295
2.9886,0.1652,-0.0122
1.2900,0.3937,0.9936
3.3654,0.2901,-0.4915
0.1480,1.4994,0.9971
0.9168,2.5965,-0.3632
0.9064,3.1823,-0.8117
1.0169,0.7812,0.9743
2.4199,1.3671,-0.6015
3.9481,0.5255,-0.9716
2.4565,2.6834,-0.9100
3.3031,1.2826,-0.9920
0.6444,2.0347,0.4461
3.1516,3.7724,0.5978
1.4305,0.9041,0.7222
0.9590,0.5456,0.9978
0.8149,2.1671,0.1590
3.4444,2.8346,-0.0043
0.3972,2.5971,0.1468
0.2186,0.0943,0.3079
3.1447,1.7270,-0.9873
2.3019,2.1009,-0.9525
2.6789,3.6087,0.0044
2.7446,1.7820,-0.9828
1.8038,3.7068,-0.6979
2.6451,0.2854,0.2095
0.7119,0.9981,0.9903
2.9933,2.9212,-0.3604
3.5771,1.8443,-0.7590
1.4475,3.0063,-0.9667
2.7704,2.9938,-0.4960
0.0198,0.8163,0.7420
0.5312,1.5819,0.8566
3.1140,1.4572,-0.9900
3.8146,3.3540,0.7742
3.3922,1.7522,-0.9081
2.9066,3.9535,0.5455
0.3472,1.4325,0.9783
0.3380,1.7125,0.8871
0.3478,1.0241,0.9803
3.7178,0.3860,-0.8205
0.5306,0.8150,0.9748
0.7243,1.1073,0.9662
1.9779,0.9337,0.2280
1.8706,1.4710,-0.1986
1.2286,3.9552,-0.8909
3.2108,2.7995,-0.2695
0.5138,0.9553,0.9948
0.0452,0.0035,0.0487
0.6302,0.6671,0.9628
2.4243,3.5788,-0.2764
2.9491,0.6794,-0.4679
2.3615,1.8648,-0.8842
0.2800,3.8486,-0.8344
2.6189,3.0327,-0.5904
2.7205,2.0781,-0.9963
1.0686,3.4459,-0.9805
2.4279,2.5426,-0.9669
2.0049,1.4943,-0.3500
2.6441,0.4040,0.0934
1.8123,3.5436,-0.8000
2.5744,1.2262,-0.6123
1.1871,2.3030,-0.3415
0.9625,2.9233,-0.6774
1.3271,1.0173,0.7154
2.7562,2.8758,-0.6061
2.9016,0.3727,-0.1323
2.7509,0.2185,0.1713
3.3180,2.9943,0.0291
0.4976,2.8782,-0.2321
1.3105,2.1048,-0.2703
1.8634,1.2261,0.0520
3.8296,3.8771,0.9892
1.0607,0.9935,0.8854
3.6311,2.6385,-0.0136
3.3701,3.1574,0.2419
1.6245,3.2573,-0.9857
2.1699,0.2707,0.6450
0.8724,1.0931,0.9231
0.7551,3.8714,-0.9963
2.2375,0.8388,0.0653
0.7863,3.3452,-0.8360
0.5546,2.0522,0.5096
3.7587,2.0968,-0.4148
1.6092,1.2555,0.2733
0.0235,1.7680,0.9758
3.7876,2.6827,0.1860
3.0478,2.4008,-0.7410
1.9223,0.7907,0.4156
1.3441,2.7357,-0.8065
3.5814,0.6645,-0.8932
1.1286,3.3082,-0.9623
2.9263,0.8263,-0.5737
3.8495,2.4575,0.0238
0.0201,3.4303,-0.3039
3.2657,0.3044,-0.4155
2.3688,1.0792,-0.3016
2.3288,3.1447,-0.7241
2.6517,0.7619,-0.2686
0.4676,0.9880,0.9934
2.9445,3.3015,-0.0372
3.0246,2.2079,-0.8678
1.5705,2.1560,-0.5521
3.3184,1.0000,-0.9234
1.6917,0.4237,0.8554
0.9294,3.7690,-0.9999
0.4160,2.5355,0.1889
3.6404,1.4068,-0.9445
2.6758,3.2421,-0.3571
3.0072,3.2761,0.0001
1.2145,2.4872,-0.5312
2.6004,3.6386,-0.0442
2.9010,0.0462,0.1932
2.8701,1.2849,-0.8486
3.3003,2.6706,-0.3072
3.6895,2.6000,0.0063
1.8594,3.7709,-0.6075
3.4058,3.1330,0.2528
0.8542,0.3664,0.9393
1.6276,0.2046,0.9660
2.4371,0.0342,0.6212
0.8151,1.5785,0.6802
0.4104,3.0850,-0.3465
3.4900,0.0134,-0.3540
1.2628,1.4963,0.3732
0.1680,0.2449,0.4013
2.7323,0.0343,0.3663
0.2273,1.7039,0.9358
3.2608,1.7070,-0.9676
1.5540,1.2538,0.3276
1.4359,0.4195,0.9598
0.4548,3.9247,-0.9451
1.7002,0.3589,0.8831
2.5165,2.2033,-1.0000
1.5538,0.5770,0.8472
2.0474,3.4145,-0.7320
0.6009,0.2331,0.7407
2.5773,0.5783,-0.0140
0.0329,2.0635,0.8650
1.9292,3.2645,-0.8864
2.5178,2.8822,-0.7727
3.8450,0.6088,-0.9668
2.5073,0.0210,0.5756
3.5600,3.1747,0.4363
1.6462,3.0906,-0.9997
2.9462,2.0616,-0.9567
3.1444,3.5910,0.4369
2.1624,3.3426,-0.7020
3.5254,2.7643,0.0065
0.5411,0.4849,0.8552
2.0495,1.6596,-0.5376
0.7787,0.9493,0.9877
0.6132,2.0456,0.4643
1.6720,0.7705,0.6435
0.3446,1.6462,0.9131
0.9878,3.9967,-0.9632
1.2410,1.2925,0.5714
2.9149,2.7015,-0.6184
3.7600,0.6115,-0.9424
0.6646,3.4342,-0.8176
1.3208,0.8974,0.7977
2.6206,3.1944,-0.4512
0.1939,3.8893,-0.8085
2.8723,3.0724,-0.3321
3.4293,0.3576,-0.6014
1.5223,0.0552,1.0000
3.7512,0.7878,-0.9850
1.7623,0.8318,0.5205
0.3325,1.3300,0.9958
3.9186,0.5485,-0.9701
1.7218,3.5863,-0.8278
2.6464,3.8512,0.2128
1.5081,0.7831,0.7516
2.5655,0.3095,0.2635
0.4750,1.7624,0.7859
0.4516,1.9176,0.6978
0.4596,2.8921,-0.2086
1.3530,2.5566,-0.6947
3.6397,1.2565,-0.9832
2.3660,1.6590,-0.7729
3.6243,2.9207,0.2588
3.8441,0.0684,-0.6968
1.0128,0.1555,0.9201
0.8615,1.6714,0.5718
1.4623,0.8445,0.7412
1.6970,1.7651,-0.3151
1.4006,1.3733,0.3595
2.0531,2.2949,-0.9343
3.7291,1.6694,-0.7738
2.2754,2.2533,-0.9832
2.2484,2.3334,-0.9915
1.5801,2.2287,-0.6188
1.9561,3.0443,-0.9588
3.4664,3.3893,0.5417
2.4124,0.0425,0.6340
1.7206,3.8633,-0.6436
2.2154,2.1412,-0.9374
0.6178,1.1979,0.9701
3.5028,2.4296,-0.3436
3.9856,0.5493,-0.9843
1.0182,1.0043,0.8997
0.0354,0.3244,0.3521
3.6765,0.4726,-0.8455
2.5800,1.4479,-0.7747
3.2826,2.8929,-0.1075
1.7446,2.6563,-0.9519
1.6630,0.5249,0.8156
2.7312,0.5616,-0.1507
0.7888,0.9799,0.9805
3.4903,3.3829,0.5564
0.0996,3.2319,-0.1888
3.7819,2.8106,0.3044
2.7096,2.1581,-0.9880
1.8018,1.6149,-0.2716
1.2396,0.3966,0.9979
1.5033,2.8037,-0.9190
3.7745,3.1613,0.6072
0.4308,3.0523,-0.3350
2.0765,0.7571,0.3031
1.6982,1.3321,0.1111
0.3492,2.6664,0.1257
3.5602,0.8497,-0.9546
3.9963,1.5739,-0.6541
3.7120,2.9561,0.3755
3.9807,2.3345,0.0320
3.9060,0.5817,-0.9749
0.3488,3.1699,-0.3682
0.0590,2.8135,0.2659
1.3102,0.7065,0.9022
2.2556,1.9339,-0.8664
0.0559,1.3853,0.9916
0.2959,3.2041,-0.3508
3.9943,2.2268,-0.0621
3.0569,1.7444,-0.9961
1.8365,1.5795,-0.2709
3.8541,1.4421,-0.8344
0.9804,3.3098,-0.9122
0.7561,2.2340,0.1509
0.1983,1.8751,0.8763
0.4269,0.7372,0.9184
2.5136,2.1774,-0.9998
0.2361,0.5569,0.7124
2.4641,1.9732,-0.9624
3.4268,1.3156,-0.9995
2.5418,2.3148,-0.9896
0.0546,0.6672,0.6607
3.9446,1.6634,-0.6250
3.5198,1.0627,-0.9916
3.0794,1.5998,-0.9995
2.7015,2.1900,-0.9840
3.5094,2.6865,-0.0872
0.6037,2.2247,0.3080
3.0270,3.0111,-0.2426
2.9389,3.5479,0.2022
1.9272,1.6345,-0.4079
1.1050,0.4255,0.9992
0.5535,2.1907,0.3870
2.4291,3.1816,-0.6229
1.8913,2.5570,-0.9653
2.4448,0.7627,-0.0659
2.1667,3.3579,-0.6879
0.3250,1.4625,0.9766
1.8479,3.3505,-0.8842
0.6980,2.9627,-0.4961
0.1449,2.9572,0.0394
0.9480,3.3915,-0.9313
0.6075,3.7720,-0.9451
2.7982,0.0431,0.2958
2.6847,2.6850,-0.7916
3.9985,3.6244,0.9734
0.8967,0.6081,0.9978
3.8408,0.7681,-0.9946
1.2070,0.1671,0.9807
1.8735,1.8177,-0.5224
0.4750,3.7970,-0.9046
1.0275,3.1153,-0.8421
1.0603,1.1172,0.8216
0.8691,0.6072,0.9955
1.7694,3.8358,-0.6272
1.6243,3.0473,-0.9992
0.7448,2.2041,0.1915
0.2197,2.6655,0.2535
2.6556,2.6737,-0.8157
3.2664,2.9616,-0.0551
2.0858,0.4897,0.5363
0.2749,0.9470,0.9397
2.8031,1.0426,-0.6474
1.9288,0.9029,0.3049
3.3190,3.8657,0.7842
1.6560,1.3562,0.1291
1.7464,3.4000,-0.9073
2.0437,1.2638,-0.1651
1.7340,1.9361,-0.5042
1.5879,1.1514,0.3916
0.1376,3.2658,-0.2588
2.3411,0.1382,0.6149
1.5021,3.6945,-0.8850
1.1416,0.8741,0.9027
0.9813,0.1722,0.9142
3.8665,1.7203,-0.6415
1.4643,0.7554,0.7967
1.3323,3.3890,-1.0000
1.9436,0.8592,0.3324
0.2287,1.8167,0.8895
2.0924,3.1082,-0.8832
1.1670,3.4481,-0.9953
0.3269,0.2980,0.5850
1.6865,2.4090,-0.8157
1.6537,1.8716,-0.3743
0.0355,2.7564,0.3426
0.9138,0.1036,0.8508
1.4330,1.3773,0.3253
1.3161,0.2429,0.9999
1.5180,0.7165,0.7877
0.7493,0.6771,0.9896
0.2495,0.8201,0.8770
3.4648,0.2221,-0.5187
1.1420,2.4446,-0.4304
3.6164,3.3494,0.6308
3.0103,0.6316,-0.4798
2.8000,3.5707,0.0875
3.9444,1.4440,-0.7801
0.2648,1.1167,0.9821
0.2654,3.6227,-0.6791
1.6173,1.8031,-0.2752
2.5702,0.7052,-0.1334
1.2928,1.6040,0.2424
2.6061,2.6878,-0.8356
2.4376,0.8007,-0.0966
0.0574,1.1073,0.9187
2.0326,0.2778,0.7388
2.2666,3.0511,-0.8223
3.7938,3.0150,0.5017
3.7220,3.2285,0.6188
3.9510,2.0062,-0.3202
2.5213,0.4838,0.1361
2.9313,3.3630,0.0111
0.0300,1.4725,0.9977
3.3118,2.0308,-0.8079
2.0649,2.0667,-0.8360
1.2073,2.6482,-0.6548
2.2268,1.7143,-0.7170
1.2686,2.7135,-0.7450
3.8733,0.1560,-0.7756
0.2959,2.8242,0.0215
3.6199,0.6286,-0.8943
1.8410,1.3558,-0.0552
1.0144,3.3085,-0.9251
1.1436,2.5886,-0.5569
3.8494,1.9999,-0.4204
3.4699,0.2559,-0.5515
1.8164,2.4318,-0.8942
2.0309,3.3455,-0.7875
0.8786,0.1462,0.8546
1.4797,2.9748,-0.9669
1.9338,2.5756,-0.9795
1.4417,1.9040,-0.2027
1.9777,2.5673,-0.9860
1.3319,2.0179,-0.2067
3.8398,1.2282,-0.9374
1.6813,3.5038,-0.8903
2.8831,1.1291,-0.7647
0.7885,2.2089,0.1437
1.5320,0.1552,0.9932
0.6891,2.0593,0.3831
2.6717,2.8828,-0.6659
0.3829,0.4246,0.7225
0.9169,2.7439,-0.4962
2.0959,2.5858,-0.9995
1.9344,0.3499,0.7561
2.5242,3.7286,-0.0303
0.9494,3.7841,-0.9998
0.8993,0.6661,1.0000
0.5619,0.1588,0.6599
2.4660,1.0410,-0.3572
3.8851,2.9450,0.5200
0.6616,1.6619,0.7298
2.8201,1.7042,-0.9824
1.1296,3.4586,-0.9923
0.8277,3.6497,-0.9725
0.5772,2.0702,0.4743
2.9143,2.4992,-0.7641
1.3263,2.3680,-0.5250
2.6823,2.8539,-0.6795
3.8710,2.9444,0.5074
0.5659,0.5991,0.9188
1.2113,1.7012,0.2271
1.8527,0.9843,0.2999
0.3701,0.2064,0.5451
1.8678,0.6694,0.5682
2.2364,2.0059,-0.8915
2.0068,3.4591,-0.7293
0.7278,0.9315,0.9961
3.6692,3.4528,0.7438
3.2633,3.0700,0.0500
1.7011,0.4318,0.8461
0.7296,0.6265,0.9770
1.9544,2.7955,-0.9993
2.0792,3.9631,-0.2385
2.3499,3.4736,-0.4437
1.7797,3.2041,-0.9634
1.4837,3.4362,-0.9786
2.7002,2.5862,-0.8397
0.7895,2.1195,0.2304
3.7790,1.0171,-0.9965
2.7396,3.8601,0.3112
1.2983,2.5818,-0.6732
1.8532,3.5305,-0.7830
2.3441,1.4221,-0.5848
3.8229,1.0506,-0.9871
1.7598,2.1709,-0.7097
3.1970,3.2539,0.1670
3.5969,1.8217,-0.7608
0.4600,1.8294,0.7527
1.9400,1.8902,-0.6355
0.2532,2.1322,0.6862
0.2555,2.0709,0.7279
3.4984,3.8517,0.8757
0.4049,1.7700,0.8230
0.7014,1.3627,0.8808
1.1704,1.3966,0.5435
1.2040,2.0178,-0.0802
3.2814,2.9789,-0.0229
0.0913,3.6721,-0.5825
2.9140,1.2311,-0.8433
0.4513,2.4541,0.2340
0.5706,2.0464,0.5008
0.4787,3.3358,-0.6233
0.3156,1.7158,0.8957
0.3672,1.7652,0.8464
3.5960,1.6207,-0.8755
3.4582,3.9717,0.9114
0.4029,2.1664,0.5416
1.1103,2.2306,-0.1980
1.3092,3.1833,-0.9759
2.2961,3.7368,-0.2477
2.4286,2.9968,-0.7564
0.1865,3.6864,-0.6679
0.5439,0.6740,0.9384
3.4373,0.0559,-0.3445
2.2909,1.1564,-0.3010
3.2982,2.9558,-0.0291
2.9204,1.4156,-0.9300
1.9043,0.5087,0.6658
2.8866,0.7698,-0.4924
3.9665,0.7673,-0.9998
2.0959,3.9041,-0.2794
1.6826,1.5505,-0.0914
3.0828,2.9212,-0.2756
2.8451,3.4895,0.0514
1.9473,2.1977,-0.8433
1.7432,2.4023,-0.8436
1.9758,1.6086,-0.4284
2.4010,0.7417,-0.0011
1.9154,2.5614,-0.9724
3.1913,0.8192,-0.7637
3.5327,0.1009,-0.4724
0.5806,0.1382,0.6585
3.4015,3.9131,0.8581
2.4199,2.7897,-0.8789
1.7673,1.4130,-0.0387
1.0078,0.6082,0.9990
0.8687,2.7123,-0.4254
3.7273,1.4771,-0.8814
1.8977,1.0895,0.1538
0.4041,1.7649,0.8264
1.3785,3.1877,-0.9893
0.8315,3.6951,-0.9828
3.1049,1.4547,-0.9884
3.1887,3.4016,0.3022
3.4441,1.4303,-0.9869
1.6617,3.4691,-0.9137
1.9183,3.1103,-0.9504
0.0945,0.2859,0.3713
0.4368,0.2977,0.6702
0.0738,2.5715,0.4762
1.8481,2.0448,-0.6826
0.9690,1.9672,0.2039
1.4572,3.3003,-0.9990
1.8911,3.9677,-0.4118
2.3687,0.1064,0.6182
3.9084,0.9850,-0.9837
0.9004,0.9999,0.9462
2.9985,1.3928,-0.9489
2.5007,1.9115,-0.9553
0.5068,0.3889,0.7806
0.1852,3.4672,-0.4889
0.8036,3.3516,-0.8487
2.7283,1.8871,-0.9953
3.3969,1.6349,-0.9494
3.0450,0.4872,-0.3808
0.7553,1.9506,0.4221
3.8928,0.8465,-0.9996
2.4370,2.1533,-0.9925
0.1778,3.7598,-0.7146
3.7294,2.0060,-0.5209
0.0350,2.3349,0.6974
0.0072,1.6919,0.9918
2.4525,1.9688,-0.9579
2.2310,0.8640,0.0466
1.7099,2.5989,-0.9197
2.2762,3.8028,-0.2028
0.5453,2.1353,0.4448
0.8129,0.0357,0.7503
1.1425,3.6953,-0.9921
3.2389,0.8034,-0.7838
1.4503,3.2730,-0.9999
3.0018,2.3604,-0.7962
3.2328,0.9201,-0.8475
1.8257,1.8993,-0.5509
2.9277,0.9965,-0.7051
0.9969,1.6151,0.5052
2.5288,2.0881,-0.9954
3.2255,3.7632,0.6484
2.2123,1.4729,-0.5172
3.2693,2.1246,-0.7766
3.9869,3.5273,0.9428
0.3216,0.6139,0.8049
0.4214,3.7847,-0.8745
3.4317,3.2434,0.3819
1.3321,1.6310,0.1775
3.6165,2.2660,-0.3901
0.9307,2.8179,-0.5704
1.4664,2.8232,-0.9120
0.4558,3.4189,-0.6691
0.4981,0.1978,0.6411
0.0780,1.8292,0.9440
3.2199,3.2480,0.1837
0.1792,0.5741,0.6840
1.5372,2.5097,-0.7866
0.3730,2.2813,0.4682
0.6174,2.6275,-0.1031
3.1450,1.7259,-0.9875
1.3828,0.4250,0.9720
0.4785,3.9081,-0.9474
2.7112,3.8359,0.2608
1.1665,3.1037,-0.9038
0.1161,3.9053,-0.7706
0.5839,1.3177,0.9458
2.8193,0.3678,-0.0455
2.1716,0.1113,0.7570
0.4329,0.5351,0.8237
2.4784,1.5599,-0.7813
2.8751,2.4732,-0.8046
3.6685,2.1931,-0.4092
2.6886,3.2623,-0.3262
3.3328,2.4532,-0.4769
3.4049,1.5795,-0.9632
3.0705,2.5007,-0.6534
0.9014,1.8220,0.4061
0.9210,0.8645,0.9771
1.5431,1.0038,0.5603
1.5304,2.1830,-0.5411
3.4937,3.0448,0.2525
1.8981,2.3409,-0.8901
1.2927,2.6914,-0.7463
2.7853,2.4971,-0.8419
2.1253,0.1942,0.7326
2.1606,2.4245,-0.9919
1.3724,0.6891,0.8820
0.0443,1.8398,0.9513
3.0700,1.6149,-0.9996
2.9208,3.5439,0.1805
0.4154,2.8971,-0.1700
0.3418,0.3772,0.6587
3.8276,3.3776,0.7969
2.9295,0.5853,-0.3647
1.9328,2.3004,-0.8874
2.8731,3.6794,0.2661
3.6178,0.3998,-0.7682
1.8400,0.4291,0.7660
1.4025,3.5320,-0.9754
1.8661,2.2588,-0.8323
1.9914,1.1636,-0.0134
0.3409,1.8362,0.8217
1.3124,1.8123,0.0170
1.6291,3.8251,-0.7372
2.8331,0.4417,-0.1328
2.3226,3.0580,-0.7849
0.9030,2.8683,-0.5890
0.8807,3.9565,-0.9922
3.4384,1.3635,-0.9960
2.0225,3.5049,-0.6858
1.6373,0.8777,0.5864
2.1646,0.4580,0.4960
2.0938,3.1725,-0.8505
3.5421,1.1481,-0.9998
0.4446,2.5625,0.1340
0.2261,3.2660,-0.3434
3.6677,1.2628,-0.9763
3.0730,3.3660,0.1551
3.1408,1.8763,-0.9540
0.5070,0.6547,0.9175
0.4034,0.9880,0.9840
2.5917,2.2674,-0.9893
3.0548,1.6555,-1.0000
2.8466,1.8776,-0.9999
3.5495,1.6702,-0.8741
3.2438,2.8182,-0.2193
2.9765,3.9660,0.6126
3.3673,0.7487,-0.8273
1.8153,0.1860,0.9088
3.3312,2.8437,-0.1081
1.3728,0.0408,0.9877
0.4660,2.3016,0.3654
3.3301,1.7468,-0.9343
3.6965,3.9839,0.9850
1.3529,2.7182,-0.8013
3.4129,0.7769,-0.8665
2.2747,1.6967,-0.7378
2.5355,0.2457,0.3527
0.8619,1.3682,0.7904
2.5517,3.3101,-0.4090
1.2898,0.3769,0.9954
0.5587,2.5380,0.0449
0.2824,3.5085,-0.6046
0.5484,2.8405,-0.2448
2.0959,1.9082,-0.7595
0.5959,2.7162,-0.1696
0.4898,1.7485,0.7853
0.6635,0.3295,0.8377
2.0981,2.5282,-0.9963
1.1393,0.3853,0.9989
1.4556,3.1514,-0.9945
0.2097,3.8762,-0.8101
0.3957,2.6654,0.0804
0.0661,1.2425,0.9658
2.0847,1.0455,0.0114
2.3723,2.6148,-0.9625
1.4787,2.1756,-0.4905
2.6564,2.4086,-0.9385
3.3510,1.2907,-0.9975
1.0784,3.5767,-0.9984
1.2937,2.5280,-0.6289
2.8104,1.9497,-0.9989
0.8689,2.8290,-0.5281
3.8245,1.3796,-0.8816
0.2293,1.2907,0.9987
0.2777,1.3152,0.9998
1.6829,3.1669,-0.9906
0.8028,1.0103,0.9708
2.8186,2.7028,-0.6902
0.0682,1.1636,0.9431
2.4518,3.4530,-0.3694
0.4765,1.7313,0.8039
2.2443,3.7478,-0.2870
0.2238,0.2694,0.4734
3.1398,2.9208,-0.2207
3.8975,3.2805,0.7801
0.0167,2.6128,0.4900
3.7109,3.4995,0.8000
0.2522,2.1897,0.6440
2.3713,3.0768,-0.7414
0.6296,1.4056,0.8940
2.1969,1.7863,-0.7457
2.3831,3.4156,-0.4657
2.4504,3.1004,-0.6687
3.3482,1.2162,-0.9891
1.5104,3.7952,-0.8291
3.4443,0.6717,-0.8274
0.1951,3.3658,-0.4071
0.5939,2.9001,-0.3452
0.0907,0.7543,0.7480
3.6296,0.0379,-0.5020
2.0305,3.8163,-0.4227
1.6069,2.3727,-0.7433
1.0382,3.5077,-0.9862
0.2895,3.0140,-0.1612
0.4257,3.9238,-0.9348
